cod_loja,cod_ap,cod_municipio,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,0
10,2933307005008,2933307,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,False,50.0,FEATURE_05_VALUE_03,6,0.134654243381425,0.131481348728959,116.19405798,2.9134982373335694,FEATURE_11_VALUE_01,FEATURE_12_VALUE_01,100.0,93.4,100.0,100.0,71.7,88.8,10
13,2916401003002,2916401,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,41.0,FEATURE_05_VALUE_03,4,0.116662025874871,0.114995115362857,26.34574205,1.31261157198362,,,84.3,77.5,100.0,100.0,63.5,78.8,10
16,2928703003003,2928703,,FEATURE_02_VALUE_04,False,42.12,FEATURE_05_VALUE_05,2,0.104162103532515,0.0878070999373564,35.36278817,1.9695119549375701,,,,,,,,,10
21,2906006003001,2906006,,FEATURE_02_VALUE_04,False,30.0,FEATURE_05_VALUE_03,6,0.13295400951460198,0.131329876138437,9.86275707,1.38368086784464,,,85.0,76.9,100.0,100.0,100.0,92.9,10
28,3550308005058,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,44.31,FEATURE_05_VALUE_03,8,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,,,,,,,6
41,3523404003004,3523404,,FEATURE_02_VALUE_06,False,52.14,FEATURE_05_VALUE_03,10,0.17845901846104,0.174987368965328,47.7509339,2.6482115744500496,,,88.0,94.2,100.0,100.0,91.4,93.0,19
55,3537305003002,3537305,,FEATURE_02_VALUE_02,False,40.16,FEATURE_05_VALUE_03,4,0.14512823140949402,0.136117377522185,28.249595000000003,3.22211660840006,,,,,,,,,19
64,3516200005020,3516200,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,41.32,FEATURE_05_VALUE_03,6,0.16976826935373998,0.17519799119341198,160.16670326,1.7538116172481497,,,96.9,79.4,0.0,100.0,59.7,77.7,27
73,2101202003001,2101202,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,45.0,FEATURE_05_VALUE_03,11,0.149531145868204,0.159541372004647,29.7345821,0.974127182044888,FEATURE_11_VALUE_02,FEATURE_12_VALUE_02,96.0,67.7,66.7,100.0,100.0,92.9,17
75,2306900003002,2306900,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,48.4,FEATURE_05_VALUE_03,14,0.28782577335366805,0.27570407531875896,9.48319877,2.8934347964468596,,,,,,,,,21
82,3170206005007,3170206,,FEATURE_02_VALUE_02,False,61.35,FEATURE_05_VALUE_03,6,0.146773165485083,0.137831795844566,316.82227638,1.81169813485677,,,,,,,,,16
84,3132404003004,3132404,,FEATURE_02_VALUE_04,False,38.57,FEATURE_05_VALUE_03,7,0.172483253134523,0.16787083362333402,39.0969625,2.08289939595918,,,100.0,87.3,100.0,100.0,96.8,96.9,16
87,3159605003002,3159605,,FEATURE_02_VALUE_04,False,46.32,FEATURE_05_VALUE_03,3,0.151100749245935,0.137125056726373,14.87649703,2.4140012070006,,,100.0,88.1,100.0,100.0,38.0,75.8,16
99,3105103001001,3105103,,FEATURE_02_VALUE_04,False,34.87,FEATURE_05_VALUE_03,5,0.15492088146165303,0.168516087973322,7.96988988,4.1928721174004195,,,100.0,70.3,100.0,100.0,94.5,93.1,8
103,5208004003003,5208004,,FEATURE_02_VALUE_04,False,43.95,FEATURE_05_VALUE_03,5,0.207150935969518,0.213091115220355,33.3587163,0.890979721301543,,,100.0,0.0,33.3,100.0,28.7,53.7,3
106,5210109001001,5210109,,FEATURE_02_VALUE_04,False,32.31,FEATURE_05_VALUE_03,7,0.17925509717378502,0.168829193897496,7.4408068,3.79175672088879,,,100.0,88.0,100.0,100.0,98.9,97.7,3
117,1718204003002,1718204,,FEATURE_02_VALUE_02,False,34.3,FEATURE_05_VALUE_03,8,0.20752547301858604,0.19474879221403402,17.33511452,1.9163696293741102,,,,,,,,,13
119,4203808003001,4203808,,FEATURE_02_VALUE_04,False,30.0,FEATURE_05_VALUE_02,6,0.21148289946870003,0.202998281327436,19.15982096,7.381708127260651,,,53.2,68.1,100.0,50.0,30.9,49.8,14
127,4122305003002,4122305,,FEATURE_02_VALUE_04,False,35.25,FEATURE_05_VALUE_03,3,0.19621758819913504,0.21458806122338803,11.28890579,5.9889204970804,,,96.0,75.0,100.0,100.0,98.5,90.8,1
129,4122404003001,4122404,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,57.27,FEATURE_05_VALUE_03,6,0.198418796959021,0.199365039174852,24.8213806,3.15875923937078,,,,,,,,,1
132,4104303003001,4104303,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,50.54,FEATURE_05_VALUE_03,7,0.16462041296398403,0.165403007990245,37.99013361,3.22823630689766,,,98.2,95.6,100.0,100.0,100.0,98.8,1
178,3118601005009,3118601,,FEATURE_02_VALUE_02,False,46.59,FEATURE_05_VALUE_05,16,0.107871270969554,0.10426105196934801,287.13304984,2.00380414510008,,,100.0,79.8,0.0,100.0,97.5,83.5,8
200,4114609003002,4114609,,FEATURE_02_VALUE_04,False,25.0,FEATURE_05_VALUE_03,5,0.201872171607552,0.21013241849687603,18.56787773,1.9681939851991799,FEATURE_11_VALUE_07,FEATURE_12_VALUE_01,100.0,89.2,100.0,100.0,98.4,97.8,1
201,3205309005010,3205309,,FEATURE_02_VALUE_06,True,25.44,FEATURE_05_VALUE_03,3,0.118748745112078,0.110059743182675,231.35517445,7.305936073059359,,,99.0,82.1,100.0,100.0,93.5,94.7,20
202,3169901003006,3169901,,FEATURE_02_VALUE_04,False,24.0,FEATURE_05_VALUE_03,4,0.122070233670876,0.11525307372817802,44.35974334,1.80160703347386,,,100.0,67.7,100.0,100.0,57.0,79.2,16
203,3543402005001,3543402,,FEATURE_02_VALUE_02,True,43.2,FEATURE_05_VALUE_03,6,0.19144279720493104,0.18346116273752,344.88946932,4.80247567621109,,,,,,,,,6
206,3170206005007,3170206,,FEATURE_02_VALUE_02,False,24.71,FEATURE_05_VALUE_06,5,0.146773165485083,0.137831795844566,316.82227638,1.81169813485677,,,,,,,,,16
213,3151206003002,3151206,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,55.54,FEATURE_05_VALUE_03,6,0.24865023609547102,0.26079337009734804,15.85558078,1.77844172935674,,,96.9,81.3,100.0,100.0,93.1,93.6,16
215,3511102003004,3511102,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,47.66,FEATURE_05_VALUE_05,8,0.188523042729739,0.183745317232202,61.60598423,3.3478406427854,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,90.9,100.0,100.0,99.0,98.4,27
220,4109807003001,4109807,,FEATURE_02_VALUE_04,False,26.84,FEATURE_05_VALUE_03,6,0.198418796959021,0.199365039174852,19.16829876,1.91094974202178,,,100.0,91.6,100.0,100.0,96.2,97.3,1
232,3535507003002,3535507,,FEATURE_02_VALUE_04,False,28.75,FEATURE_05_VALUE_03,4,0.190719321088189,0.16354536846107,18.04746032,4.46488368977988,FEATURE_11_VALUE_02,FEATURE_12_VALUE_02,85.0,85.8,100.0,100.0,95.2,92.5,19
234,5103205003001,5103205,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,58.61,FEATURE_05_VALUE_03,7,0.281184456540164,0.264856090537754,13.5535766,3.13528766264305,,,96.9,83.4,100.0,100.0,92.4,93.7,15
235,4314902004013,4314902,,FEATURE_02_VALUE_03,True,25.0,FEATURE_05_VALUE_03,5,0.116197735939536,0.117093552085394,842.4716612999999,3.7240997327450605,,,,,,,,,9
240,2401107001001,2401107,,FEATURE_02_VALUE_04,False,19.61,FEATURE_05_VALUE_03,4,0.148890866713212,0.0611884240106786,9.81153064,3.6555051908173706,,,100.0,0.0,100.0,100.0,100.0,84.7,12
241,2402006003003,2402006,,FEATURE_02_VALUE_04,False,30.46,FEATURE_05_VALUE_03,5,0.164472650787786,0.13458759656957,28.43410205,2.97357974397478,,,100.0,59.8,100.0,100.0,95.6,91.9,12
242,2923605001001,2923605,,FEATURE_02_VALUE_04,False,28.5,FEATURE_05_VALUE_03,3,0.352100960184466,0.304604859057292,3.92215934,4.529600942157,,,100.0,78.1,0.0,100.0,46.1,73.5,10
254,3303906005001,3303906,,FEATURE_02_VALUE_04,False,29.63,FEATURE_05_VALUE_03,3,0.0895028255943415,0.0793153901003084,129.67293758,2.68328514600425,,,82.0,0.0,66.7,100.0,54.5,62.7,4
255,4314902004005,4314902,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,True,96.18,FEATURE_05_VALUE_05,12,0.116197735939536,0.117093552085394,842.4716612999999,3.7240997327450605,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,99.0,86.3,100.0,100.0,98.6,97.0,9
261,4121406001001,4121406,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,26.05,FEATURE_05_VALUE_03,2,0.247522671984039,0.260255678360954,5.268364599999999,5.874405216471831,,,100.0,95.0,100.0,100.0,71.2,88.6,1
262,4317509003002,4317509,,FEATURE_02_VALUE_04,False,46.34,FEATURE_05_VALUE_03,8,0.178109246912071,0.178121010483678,33.41792773,2.532414910859,FEATURE_11_VALUE_06,FEATURE_12_VALUE_01,100.0,77.2,100.0,100.0,72.5,86.2,9
272,2917102001001,2917102,,FEATURE_02_VALUE_04,False,26.4,FEATURE_05_VALUE_03,4,0.116662025874871,0.114995115362857,7.05369244,4.72188119746907,,,100.0,96.2,100.0,100.0,94.8,97.5,10
278,3128006003002,3128006,,FEATURE_02_VALUE_04,False,37.8,FEATURE_05_VALUE_02,7,0.185314757782742,0.183731657628682,8.96532145,2.9795602169119797,,,85.0,88.8,100.0,100.0,99.0,90.3,8
285,3501608005001,3501608,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,False,47.6,FEATURE_05_VALUE_03,7,0.18165982132119599,0.17793854192416197,133.39061565,4.36068061503039,,,96.9,68.8,0.0,100.0,85.5,85.6,27
300,3543402005001,3543402,,FEATURE_02_VALUE_02,True,54.4,FEATURE_05_VALUE_03,4,0.19144279720493104,0.18346116273752,344.88946932,4.80247567621109,,,,,,,,,6
302,3139003003002,3139003,,FEATURE_02_VALUE_04,False,30.87,FEATURE_05_VALUE_03,8,0.137586536127142,0.134658346743747,13.41855828,2.4173274028234397,,,81.6,75.0,100.0,50.0,95.6,81.9,16
303,1708205001001,1708205,,FEATURE_02_VALUE_04,False,32.5,FEATURE_05_VALUE_03,5,0.23727360325821203,0.23834122648557196,5.41451816,5.335609860207019,,,51.5,71.7,66.7,50.0,73.6,64.6,13
308,3550308005115,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,30.39,FEATURE_05_VALUE_03,11,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,,6
315,3550308005180,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,True,25.27,FEATURE_05_VALUE_06,6,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,,6
323,4205902003002,4205902,,FEATURE_02_VALUE_04,False,35.4,FEATURE_05_VALUE_03,4,0.133753965158954,0.134263945143455,26.91361309,1.5378937007874,,,87.2,80.1,100.0,100.0,68.0,81.9,14
327,3543402005002,3543402,,FEATURE_02_VALUE_02,True,41.82,FEATURE_05_VALUE_03,5,0.19144279720493104,0.18346116273752,344.88946932,4.80247567621109,,,,,,,,,6
333,2933604003002,2933604,,FEATURE_02_VALUE_04,False,24.15,FEATURE_05_VALUE_03,4,0.173387140306294,0.162525713043278,11.37922035,2.06970775726467,,,100.0,92.7,66.7,100.0,57.3,82.1,10
334,2100055003003,2100055,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,39.5,FEATURE_05_VALUE_03,7,0.194776961375056,0.19231430568370603,30.99580135,0.911701691206637,,,84.1,76.2,100.0,100.0,98.4,92.1,17
339,2408904001001,2408904,,FEATURE_02_VALUE_04,False,30.0,FEATURE_05_VALUE_03,2,0.212811503573314,0.20691095658942896,8.23487476,4.65484336452078,,,85.0,86.5,100.0,100.0,98.4,93.8,12
344,5210406003001,5210406,,FEATURE_02_VALUE_06,False,35.15,FEATURE_05_VALUE_03,7,0.17992923349355605,0.17866959160173002,13.2465485,2.5234045774559,FEATURE_11_VALUE_06,FEATURE_12_VALUE_01,100.0,92.8,100.0,100.0,73.6,89.1,3
353,3550308005083,3550308,,FEATURE_02_VALUE_06,True,56.91,FEATURE_05_VALUE_05,9,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,100.0,68.8,100.0,100.0,26.2,63.1,6
355,2211308001001,2211308,,FEATURE_02_VALUE_02,False,32.5,FEATURE_05_VALUE_03,6,0.154431245154741,0.15507830968218697,7.73816622,4.8619214313496695,,,,,,,,,7
375,4308508003001,4308508,,FEATURE_02_VALUE_06,False,17.93,FEATURE_05_VALUE_03,4,0.195050368652727,0.21743835310174103,12.24842879,3.27246547548923,,,100.0,95.8,100.0,100.0,97.7,98.5,9
381,3516200005021,3516200,,FEATURE_02_VALUE_03,False,54.0,FEATURE_05_VALUE_05,11,0.16976826935373998,0.17519799119341198,160.16670326,1.7538116172481497,FEATURE_11_VALUE_07,FEATURE_12_VALUE_01,100.0,56.4,0.0,100.0,70.5,70.9,27
384,1501709003004,1501709,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,40.5,FEATURE_05_VALUE_03,6,0.126006185206458,0.125117265139703,33.13176123,0.822855638206833,,,100.0,95.3,100.0,100.0,83.1,92.9,5
394,3300100003003,3300100,,FEATURE_02_VALUE_06,False,25.42,FEATURE_05_VALUE_05,6,0.15476855018702,0.14690996538714202,70.63396294,1.5934054260766102,,,89.5,90.6,100.0,100.0,62.9,83.1,4
420,3104007003004,3104007,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,39.82,FEATURE_05_VALUE_03,5,0.14075690378847902,0.135725150322651,43.63710418,3.9124396017136496,,,84.3,80.9,100.0,100.0,71.1,82.2,8
427,2708501001001,2708501,,FEATURE_02_VALUE_04,False,24.0,FEATURE_05_VALUE_03,7,0.20149016080600102,0.207083844202094,6.99922845,2.8882534731247995,,,,,,,,,22
448,2612604003001,2612604,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,31.55,FEATURE_05_VALUE_03,6,0.24588067964672403,0.272049250592723,6.36441781,2.4217179667256,,,100.0,68.1,100.0,100.0,58.5,79.7,2
450,3201209003001,3201209,,FEATURE_02_VALUE_04,True,54.4,FEATURE_05_VALUE_05,8,0.15743095149898098,0.13216360292927,87.88382509,2.39576046228594,,,88.0,62.2,0.0,100.0,70.6,76.9,20
452,2914703003001,2914703,,FEATURE_02_VALUE_04,False,39.0,FEATURE_05_VALUE_03,8,0.10792849346691999,0.10760614878508,19.82808272,1.50806816468104,,,100.0,93.3,100.0,100.0,94.2,96.9,10
461,4117701003001,4117701,,FEATURE_02_VALUE_04,False,24.0,FEATURE_05_VALUE_03,2,0.167462213607307,0.13043041731357902,8.93030406,2.96269961188635,,,89.5,81.2,66.7,100.0,74.7,83.7,1
476,3525904005010,3525904,,FEATURE_02_VALUE_03,False,27.14,FEATURE_05_VALUE_06,10,0.254780238181455,0.24696395645968303,188.31757217,2.48820590401497,FEATURE_11_VALUE_06,FEATURE_12_VALUE_01,,,,,,,19
480,5208707005037,5208707,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,False,54.45,FEATURE_05_VALUE_05,11,0.19089644321124496,0.17942305290278895,661.41587319,2.7958400695604997,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,98.1,78.6,50.0,100.0,86.3,88.6,3
486,4119509003002,4119509,,FEATURE_02_VALUE_04,False,18.43,FEATURE_05_VALUE_03,2,0.168921519796663,0.16765931392066,20.15981957,0.957111819373857,,,,,,,,,1
501,3171303003004,3171303,,FEATURE_02_VALUE_04,True,53.2,FEATURE_05_VALUE_03,5,0.131061107625111,0.122044981790804,30.55372605,3.88007967096924,,,100.0,90.6,100.0,100.0,74.1,89.5,16
514,3205200005005,3205200,,FEATURE_02_VALUE_02,False,32.9,FEATURE_05_VALUE_03,4,0.118748745112078,0.110059743182675,232.30176399,2.1152292273913704,,,88.0,80.6,100.0,100.0,86.8,87.1,20
520,4125605003002,4125605,,FEATURE_02_VALUE_04,False,38.45,FEATURE_05_VALUE_03,4,0.322083290125464,0.33492830776438004,12.36561888,4.484908283625599,,,,,,,,,1
522,3205002005009,3205002,,FEATURE_02_VALUE_06,True,24.46,FEATURE_05_VALUE_03,2,0.118748745112078,0.110059743182675,231.37366479,4.12051687763713,,,,,,,,,20
526,2919801003002,2919801,,FEATURE_02_VALUE_04,False,27.84,FEATURE_05_VALUE_03,4,0.18992953999936,0.190606903037721,6.54613239,1.9895746289443301,,,100.0,97.3,100.0,100.0,100.0,99.6,10
540,2606804003004,2606804,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,28.5,FEATURE_05_VALUE_03,5,0.0892023796248648,0.0990935948962209,47.09870997,0.88918133074878,,,,,,,,,2
543,2610905003002,2610905,,FEATURE_02_VALUE_04,False,28.0,FEATURE_05_VALUE_03,2,0.14626404420929,0.152495377116875,22.05152316,1.51164724199961,,,92.5,91.0,100.0,100.0,61.9,83.6,2
545,1505502003003,1505502,,FEATURE_02_VALUE_06,False,51.0,FEATURE_05_VALUE_03,6,0.155925048567388,0.14842907412128697,37.47502611,0.934492103541725,,,71.6,76.9,100.0,100.0,72.1,78.7,5
556,5101704003002,5101704,FEATURE_01_VALUE_08,FEATURE_02_VALUE_06,False,40.89,FEATURE_05_VALUE_03,3,0.238097957514668,0.232611484998328,11.50375052,2.9673590504451,,,,,,,,,15
560,4214805003003,4214805,,FEATURE_02_VALUE_04,False,50.13,FEATURE_05_VALUE_02,6,0.14195755384620298,0.147584887316322,34.73710493,2.9745527016374904,,,100.0,98.4,100.0,100.0,94.0,97.5,14
561,2702306003001,2702306,,FEATURE_02_VALUE_06,False,27.0,FEATURE_05_VALUE_03,4,0.19125211700342604,0.194069599927863,17.39582811,1.76581730854126,,,,,,,,,22
566,3302502005002,3302502,,FEATURE_02_VALUE_04,False,23.3,FEATURE_05_VALUE_02,3,0.0983988290578631,0.0894600495753896,64.77768565,1.27763416223399,,,,,,,,,4
572,3141108003001,3141108,,FEATURE_02_VALUE_06,False,29.21,FEATURE_05_VALUE_03,6,0.15414754977891798,0.15484235273357902,13.20406666,2.7233857131185495,,,,,,,,,16
575,4309100003001,4309100,,FEATURE_02_VALUE_04,False,27.55,FEATURE_05_VALUE_03,2,0.140449240676218,0.136630796487754,16.12107182,2.8897558156335803,,,100.0,80.9,0.0,100.0,94.2,91.7,9
588,5200134001001,5200134,,FEATURE_02_VALUE_04,False,26.9,FEATURE_05_VALUE_03,3,0.26987123752389697,0.251106055992609,5.90915387,4.601932811780951,,,100.0,93.1,100.0,100.0,69.7,87.9,3
592,3535309001001,3535309,,FEATURE_02_VALUE_04,False,33.3,FEATURE_05_VALUE_03,3,0.190719321088189,0.16354536846107,9.34896604,4.5261156875169695,,,,,,,,,19
596,3552205005010,3552205,,FEATURE_02_VALUE_06,True,30.13,FEATURE_05_VALUE_05,6,0.20810473940074697,0.193996955600903,334.69777355,4.34163049933403,,,,,,,,,6
601,5107107001001,5107107,,FEATURE_02_VALUE_04,False,26.38,FEATURE_05_VALUE_03,4,0.276459504796804,0.266934324087013,6.03432819,5.36999248201053,,,,,,,,,15
603,3169307003002,3169307,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,36.17,FEATURE_05_VALUE_03,6,0.167990698683764,0.16289364280521,24.87032548,2.56670217271339,,,100.0,91.2,0.0,100.0,100.0,95.1,16
610,3143401001001,3143401,,FEATURE_02_VALUE_04,False,32.16,FEATURE_05_VALUE_03,5,0.17982119782298397,0.17136031741806898,8.09144629,4.34367127095821,,,100.0,89.4,100.0,100.0,97.2,97.2,16
618,4302709001001,4302709,,FEATURE_02_VALUE_06,False,22.13,FEATURE_05_VALUE_03,2,0.165911385484703,0.16637320233802802,6.41002755,4.71876179690449,,,,,,,,,9
620,4318408001001,4318408,,FEATURE_02_VALUE_06,False,23.48,FEATURE_05_VALUE_03,4,0.165911385484703,0.16637320233802802,6.35421564,4.25043566965614,,,,,,,,,9
636,3106200005042,3106200,,FEATURE_02_VALUE_06,True,35.0,FEATURE_05_VALUE_03,7,0.107871270969554,0.10426105196934801,1264.09381207,3.15677125436104,,,100.0,89.1,100.0,100.0,93.9,96.1,8
637,4115606001001,4115606,,FEATURE_02_VALUE_04,False,27.9,FEATURE_05_VALUE_03,2,0.22692639016740299,0.24025297513172303,5.101606299999999,5.76701268742791,,,,,,,,,1
641,3135209003001,3135209,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,51.0,FEATURE_05_VALUE_03,8,0.254392252780923,0.27128628267146104,12.01902133,1.4652658724925602,,,100.0,81.9,100.0,100.0,92.2,94.1,16
645,2924009003003,2924009,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,False,60.0,FEATURE_05_VALUE_03,15,0.225700074535122,0.21270445344596603,38.93061154,1.67765530894023,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,97.0,96.3,100.0,100.0,92.1,88.3,10
646,3136702005013,3136702,,FEATURE_02_VALUE_02,False,32.58,FEATURE_05_VALUE_06,8,0.104638759550524,0.098191378187481,260.19592702,2.70132040541417,,,,,,,,,16
652,4314902004017,4314902,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,True,37.79,FEATURE_05_VALUE_05,9,0.116197735939536,0.117093552085394,842.4716612999999,3.7240997327450605,,,100.0,89.4,100.0,100.0,96.7,97.0,9
653,4108304003010,4108304,,FEATURE_02_VALUE_06,False,22.21,FEATURE_05_VALUE_06,2,0.22692639016740299,0.24025297513172303,86.77401425,3.0328073939844304,,,,,,,,,1
678,3509403001001,3509403,,FEATURE_02_VALUE_04,False,23.4,FEATURE_05_VALUE_03,2,0.145124629749489,0.142508409268664,9.53601633,3.9635354736424904,,,,,,,,,27
680,2305407003001,2305407,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,False,40.0,FEATURE_05_VALUE_03,5,0.217714731332823,0.20620117763152399,12.1371677,1.4881395279621399,,,93.8,76.3,100.0,100.0,62.4,80.7,21
683,5003256001001,5003256,,FEATURE_02_VALUE_04,False,23.0,FEATURE_05_VALUE_03,5,0.301830655507867,0.309454887480478,9.19773831,5.12610211195407,,,,,,,,,26
685,3134202003005,3134202,FEATURE_01_VALUE_08,FEATURE_02_VALUE_06,False,66.59,FEATURE_05_VALUE_03,6,0.131103034774265,0.127953907528516,40.96765089,2.90323517172636,,,,,,,,,16
715,3157203001001,3157203,,FEATURE_02_VALUE_04,False,26.0,FEATURE_05_VALUE_03,3,0.146770424879702,0.143562512923576,8.33885361,3.3146607444728,,,,,,,,,16
